X,Y,OBJECTID,Location,RouteName,Type_1,StopSurface,Sidewalk,Name,SharedSignage,Additional,Garbage,Bench,SignCondition,PoleCondition,NumberSigns,Shelter,ShelterCondition,Accessibility,WidthSidewalk,SnowRemoval,GlobalID,Route_s
-66.63306622,45.94999862,184,Waterloo/Grey,10N Carlisle,Standard on Metal Pole,Dirt,No,913,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{515B0CA1-221E-496E-9712-AE40E52410F2},"10, 20"
-66.63245131,45.95288705,185,Waterloo,10N Carlisle,Standard on Metal Pole,Dirt,No,914,Yes,,No,No,Good,Fair,2,,,Level 3: Not Accessible,,,{46691AA5-48E8-4CC8-A961-1EBA63135611},"10, 20"
-66.63268513,45.95505243,186,Waterloo,10N Carlisle,Standard on Metal Pole,Dirt,No,915,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{917FF5EE-4E0A-4D7C-A818-1A2EF4F1E6D5},"10, 20"
-66.63558212,45.97582033,187,St Marys/ Maple,14N Barkers Point,Shelter,Gravel,No,536,No,,No,Yes,Good,,,Glass,Good,Level 3: Not Accessible,,,{3937C8FC-E26E-44FB-B18E-FACCB935F6E3},"10, 14, 16"
-66.63420123,45.97490427,188,209 Saint Marys,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,406,No,,No,No,,,,,,Level 2: Accessible,,,{2F5600D2-96F0-430E-8C92-02DA908A51DD},"10, 16"
-66.63500918,45.97199967,189,113 Saint Marys,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,923,Yes,,No,No,,,,,,Level 1: ADA Compliant,,,{7A78EFE0-F363-4808-B8D1-C755929A3D3D},10
-66.63806908,45.97283229,190,Union/Smith,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,924,No,,No,No,,,,,,Level 2: Accessible,,,{51759AF0-8DF9-4D2B-AC8A-E1DB254A0988},10
-66.64195313,45.97409844,191,Union/Douglas,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,925,Yes,,No,No,,,,,,Level 2: Accessible,,,{354671F9-C332-43CF-9F38-2C59B2DCF59D},10
-66.64574236,45.97534989,192,301 Main,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,926,Yes,,No,Yes,,,,,,Level 2: Accessible,,,{184C7AFF-07EA-4710-8D2F-121A7D31D7EF},10
-66.64793967,45.9760694,193,Main/Wallace,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,927,No,,No,Yes,,,,,,Level 2: Accessible,,,{FCFC3B42-EB99-4C2C-805C-3DDD65BC1CA1},10
-66.6504614,45.97710542,194,219 Main,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,982,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{3BED2D2E-064C-420B-8E7F-6DCCDA1282F2},10
-66.65367578,45.97848587,195,Main/Fulton,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,928,No,,No,Yes,,,,,,Level 2: Accessible,,,{50190083-50CE-4524-A90E-A0D589A47164},10
-66.65553799,45.97928764,196,123 Main,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,929,No,,No,No,,,,,,Level 2: Accessible,,,{11255E91-FD3E-48EF-954D-30585DF3EF61},10
-66.65894248,45.98064098,197,Main/Brookside,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,930,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{BABBE5E4-D70C-4DA4-94B3-8A38FEF4E588},10
-66.66185689,45.98227074,198,59 Main,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,931,No,,No,Yes,,,,,,Level 2: Accessible,,,{5186C9B7-CAA3-4C22-9CF0-2CCB79DB66C1},10
-66.66529249,45.98401827,199,Sunset/Stone Bridge,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,933,No,,No,No,,,,,,Level 2: Accessible,,,{AB7138B1-DAA3-44D9-947B-09F0340C5DA8},10
-66.66730322,45.98323798,200,357 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,934,No,,No,No,,,,,,Level 2: Accessible,,,{17EFBF61-76B6-4EA6-956E-5C8B38D8F592},10
-66.66941934,45.98238993,201,315 Sunset,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,935,No,,No,No,,,,,,Level 2: Accessible,,,{6D74046C-E393-49C0-B44F-4854FFAB162C},10
-66.67231541,45.98080645,202,251 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Monolithic,936,Yes,,No,No,,,,,,Level 2: Accessible,,,{58DD1148-88B9-458C-A275-B8A788EE523B},10
-66.67663319,45.97817232,203,205 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Monolithic,937,No,,No,No,,,,,,Level 2: Accessible,,,{7EA2D860-2636-484B-873D-B1CD568651D7},10
-66.67905732,45.9777505,204,175 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,979,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{744949CB-FF4A-44A5-AB46-0352E9EABA0A},10
-66.68183215,45.97776744,205,151 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,939,Yes,,No,No,,,,,Good,Level 2: Accessible,,,{91774C03-F9FE-40B4-95E3-175E56972A5A},10
-66.68403145,45.97778151,206,117 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,940,No,,No,No,,,,,,Level 2: Accessible,,,{D47213F3-0903-4A23-963A-9E9EFBF8318C},10
-66.6859656,45.97797969,207,York Manor,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,980,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,RO,{CB12B558-2693-4913-87DC-861267AF1156},10
-66.68840127,45.97829343,208,Sunset/Ferris,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,983,No,,No,No,Good,Good,1,,,Level 2: Accessible,,RO,{9DB7B375-D55A-43EB-AB7F-FE7BBDE74F58},10
-66.6905719,45.9785906,209,81 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,943,No,,No,No,,,,,,Level 2: Accessible,,,{1E78D5DE-9ECB-46D3-B283-568FB9C83934},10
-66.69385583,45.97882713,210,51 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,No,944,No,,No,No,,,,,,Level 3: Not Accessible,,,{FE219DD2-09EF-4AEE-85DF-4518C6B9CDF5},10
-66.6961052,45.97864015,211,25 Sunset,10N Carlisle,Standard on Metal Pole,Dirt,No,945,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{0152C569-9794-460B-B03B-019E07C53CD1},10
-66.70030115,45.97875544,212,257 Clements,10N Carlisle,Standard on Metal Pole,Gravel,No,946,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{6EFFEEEA-80A6-447C-A7E5-EBC330095F24},10
-66.70241618,45.97856141,213,,,,,,947,,,,,,,,,,,,,{D189668A-A207-48ED-AC4C-0C85ADF33462},
-66.70774228,45.97820943,214,Clements/Grasse,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,949,Yes,,No,No,,,,,,Level 2: Accessible,,,{CA94BCF3-5453-4E25-9BAC-1679CFF8C83C},10
-66.71076816,45.97806334,215,Clements/Gardiner,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,950,No,,No,No,,,,,,Level 2: Accessible,,,{DAB98011-AB03-44F5-9D77-93E5A257E978},10
-66.71554115,45.97777483,216,Clements/Spencer,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,951,No,,No,No,,,,,,Level 2: Accessible,,,{1F6AA14D-F07F-4241-9E29-EE28C781EBBA},11
-66.72093067,45.97787162,217,Clements/McGreggor,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,953,Yes,,No,No,,,,,,Level 2: Accessible,,,{1603D665-04D0-4FFF-AD8F-3426FDF48CA8},10
-66.6409562,45.95861413,218,Regent / George,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,569,Yes,,No,No,Good,Good,2,,,Level 1: ADA Compliant,,,{4B785A64-C034-4347-BD22-F9187D97216D},216
-66.64173613,45.95779043,219,229 Regent,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,570,Yes,,No,No,,,,,,Level 2: Accessible,,,{CED09684-5316-4173-BB6A-07466A655CF3},216
-66.64295413,45.95630443,220,315 Regent,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,571,Yes,,No,No,,,,Glass,Good,Level 2: Accessible,,,{F74D019B-DC9F-43A7-B246-351BB88C48A4},216
-66.64391813,45.95525243,221,379 Regent,216 Corbett Centre,Shelter,Concrete,Yes Monolithic,572,No,,No,Yes,,,,,,Level 1: ADA Compliant,,,{9674228F-E352-4EF5-BBDA-2BEC8E008FFA},216
-66.64484813,45.95424243,222,Regent/McLeod,216 Corbett Centre,Standard on Metal Pole,Concrete,Yes Monolithic,573,No,,No,No,,,,,,Level 2: Accessible,,RO,{69DF111D-D005-44D8-AA47-853CA379E5AD},216
-66.64480755,45.95257798,223,638 Beaverbrook,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,574,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{429E4D03-B251-4F7F-849D-3A5860BADB4A},216
-66.62687313,45.92961043,224,366 Kimble,116 Kings Place,Standard on Metal Pole,Dirt,No,643,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{07A3F849-07D9-49B0-A61B-7B1B56188B84},116
-66.61899694,45.92544914,225,Wilsey/Kimble,216 Corbett Centre,Shelter,Concrete,Yes Boulevard,593,No,,No,No,,,,,,Level 2: Accessible,,,{D09AAD1C-1CD0-4576-87D5-3500714A76BA},216
-66.62053212,45.92191043,226,271 Wilsey,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,594,No,,No,No,,,,,,Level 3: Not Accessible,,,{6886217B-08F2-4E5F-833B-734E9115D64A},216
-66.61954254,45.91910001,227,365 Wilsey,216 Corbett Centre,Standard on Metal Pole,Dirt,No,969,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{FB0D2C09-C229-4D76-976F-1316078A07DA},216
-66.61974812,45.91774543,228,Hilton / Wilsey,216 Corbett Centre,Standard on Metal Pole,Gravel,No,595,No,,No,No,,,,,,Level 3: Not Accessible,,,{30F9091E-3EBB-4975-8908-E1E5E45DBD84},216
-66.62172938,45.91779444,229,Hilton / MacKenzie,216 Corbett Centre,Standard on Metal Pole,Gravel,No,596,No,,No,No,Good,Good,,,,Level 3: Not Accessible,,,{F6C9ACA5-1D09-49CA-A754-67EA807D5D30},216
-66.62392707,45.91970173,230,Flemming/ Ayres,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,598,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{31AACEC1-3618-429A-8B93-B0F8604EC883},216
-66.62636091,45.92107815,231,157 Flemming,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,599,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{3D6EE860-2FC6-47FD-92F2-3339AB208570},216
-66.62736775,45.92255339,232,245 Flemming,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,600,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{CFDE90B4-EC5D-4102-9880-107A5A8B43E2},216
-66.62755406,45.92411742,233,260 Wetmore,216 Corbett Centre,Shelter,Concrete,Yes Boulevard,601,No,,No,Yes,Good,,,Metal,Fair,Level 1: ADA Compliant,,,{05C15D44-8B58-4269-A11B-6F68056599FB},216
-66.62590513,45.92513043,234,202 Wetmore,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,602,Yes,,No,No,,,,,,Level 2: Accessible,,,{3B7F1DB2-9E08-48E1-A806-9FF46FD6DAE5},216
-66.62551402,45.92950494,235,335 Kimble,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,605,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{A2F63411-9335-4F05-AAF2-2C270CD054A8},216
-66.62727002,45.9299763,236,375 Kimble,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,606,Yes,,No,No,,,,,,Level 2: Accessible,,,{E37315DD-F0C9-4BE3-9B16-536D013F0606},216
-66.63639421,45.93614935,237,105 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,610,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{CE14FC8C-895B-41D5-B2CD-0177C1EDCEDB},216
-66.63898848,45.93607855,238,199 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,611,No,,No,No,,,,,,Level 2: Accessible,,,{07A527B1-EB13-43D3-AE95-B9DF98516ADF},216
-66.64068101,45.93560977,239,Canerbury and Essex,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,612,No,,No,No,,,,,,Level 3: Not Accessible,,,{35ABBE06-DB95-407A-A0B1-1D3765D04F99},216
-66.64098492,45.93333975,240,385 Canterbury,216 Corbett Centre,Shelter,Concrete,Yes Monolithic,613,No,,No,Yes,,,,,,Level 1: ADA Compliant,,,{1F6E9B79-54E8-491D-A0A8-EB8C3553C0F2},216
-66.64001053,45.93138958,241,499 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,Yes Boulevard,614,Yes,,No,No,,,,,,Level 2: Accessible,,,{C0839361-8E1F-44FD-9808-CA0C0DFE4CCE},216
-66.63825419,45.9300368,242,605 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,No,615,No,,No,No,,,,,,Level 3: Not Accessible,,,{1E5C7CC7-0C2D-4547-A5DC-F514B3F06F8E},216
-66.63693471,45.92921538,243,655 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,No,616,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{F7287DB8-80C5-4D95-BCE4-8FD995FF8BF3},216
-66.63500633,45.92824297,244,725 Canterbury,216 Corbett Centre,Standard on Metal Pole,Dirt,No,617,No,,No,No,,,,,,Level 3: Not Accessible,,,{175322A0-5BE2-41D4-B0CA-2D0119EBB7C2},216
-66.63440423,45.92809534,245,Canterbury/Birmingham,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,630,Yes,,No,No,Good,Good,3,,,Level 3: Not Accessible,,,{05FB144A-5CC8-47EC-BD59-C795712467A8},116
-66.63644669,45.92908122,246,680 Canterbury,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,631,No,,No,No,,,,,,Level 3: Not Accessible,,,{7667EC5C-7805-46F0-9BCC-0F5A5618CE12},116
-66.63828847,45.93018481,247,Canterbury/Topcliffe,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,633,Yes,,No,No,Good,Good,3,,,Level 2: Accessible,,,{366DD62A-C02C-40C0-897E-BFC295D042D4},116
-66.63990664,45.93144986,248,Canterbury/Cambridge,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,634,No,,No,No,Good,Good,,,,Level 3: Not Accessible,,,{4D464E38-A397-4051-B682-370E59567326},116
-66.64085307,45.93359122,249,358 Canterbury,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,635,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{B0E0C100-56D5-42D4-A008-B53F6C1E8A4F},116
-66.64028755,45.93570857,250,244 Canterbury,116 Kings Place,Standard on Metal Pole,Dirt,No,636,Yes,,No,No,Good,Fair,2,,,Level 3: Not Accessible,,,{5B82EFA7-A907-466F-B150-BC7452C6BC30},116
-66.63892678,45.93596743,251,204 Canterbury,116 Kings Place,Standard on Metal Pole,Dirt,No,637,Yes,,No,No,Good,Fair,3,,,Level 3: Not Accessible,,,{A842C1BF-3976-406C-930B-D3438604EF2E},116
-66.63714867,45.93602271,252,140 Canterbury,116 Kings Place,Standard on Metal Pole,Dirt,No,638,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{ACE6C137-1D76-4E42-B20B-904D5333C7AE},116
-66.64467013,45.95274143,253,635 Beaverbrook,116 Kings Place,Standard on Metal Pole,Concrete,Yes Monolithic,664,No,,No,No,,,,,,Level 2: Accessible,,,{D8316954-2A69-4A87-826F-0EC3F280E665},116
-66.64478013,45.95395343,254,408 Regent,116 Kings Place,Standard on Metal Pole,Concrete,Yes Monolithic,665,No,,No,No,,,,,,Level 2: Accessible,,,{3F36AC18-6597-44A9-8E0F-EDFCF3F83982},116
-66.64325513,45.95572143,255,336 Regent,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,666,Yes,,,No,,,,,,Level 2: Accessible,,,{1736CBEA-E780-4C59-9845-8BAEA7DB48CC},116
-66.64242587,45.95668497,256,288 Regent,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,667,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{C6A3AEF5-6FBF-4D50-A6E9-6CE23112A274},116
-66.64174611,45.95750386,257,230 Regent,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,668,Yes,,No,No,Good,Good,3,,,Level 2: Accessible,,,{AA6BDC9F-B761-4212-9827-C28BB9059AA7},116
-66.64078189,45.9585619,258,198 Regent,116 Kings Place,Standard on Metal Pole,Dirt,Yes Boulevard,669,Yes,,No,No,,,,,,Level 2: Accessible,,,{428B42FA-F477-4120-B5E0-2E1BBD094501},116
-66.57761543,45.9982139,259,599 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Monolithic,311,No,Retake,No,No,Unknown,Other,1,,,Level 2: Accessible,,,{42544045-C0F4-4D98-9556-A8BB2254DC7E},17
-66.57723011,45.99485144,260,539 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,312,No,,No,No,Fair,Other,1,,,Level 2: Accessible,,,{751A5E3A-59BD-4317-B34F-DA305FFB8891},17
-66.57853178,45.99268605,261,507 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,313,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{5F4E9BB4-5DAF-4BF2-8B0B-F96BC941267C},17
-66.57977961,45.99157799,262,485 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,314,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{D4A9AE68-3B0E-4415-AAFE-81DEA2A63107},17
-66.58232939,45.99022748,263,457 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,315,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{14814A8C-AD45-4306-88C8-A0DEA2DC14BE},17
-66.58407526,45.98991712,264,443 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,316,No,Retake,No,No,Fair,Other,1,,,Level 2: Accessible,,,{A0BC5FBF-7838-4540-9F18-6AF7E540952F},17
-66.59232902,45.98408031,265,329 Canada,17S Regent,Standard on Metal Pole,Dirt,No,320,No,,No,No,Fair,Good,1,,,Level 3: Not Accessible,,,{72EC7245-CE48-4BF6-B843-486A3B31D08E},17
-66.59250478,45.98225081,266,307 Canada,17S Regent,Standard on Metal Pole,Dirt,No,976,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{CC5FAEC2-AE1C-44E9-8225-CFE7E5CE672D},17
-66.59305912,45.98042844,267,287 Canada,17S Regent,Standard on Metal Pole,Dirt,No,321,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{787ED789-123B-48D6-9F55-C9C0341CD3BA},17
-66.5926971,45.97815121,268,Canada/ Crocket,17S Regent,Shelter,Concrete,Yes Monolithic,322,No,Retake photo,Yes,No,,,0,Glass,Good,Level 1: ADA Compliant,,,{CFCFA44E-131A-45B6-B66A-2AE9CDA22B9E},17
-66.59226312,45.97587844,269,225 Canada,17S Regent,Standard on Metal Pole,Concrete,Yes Boulevard,323,No,,No,No,Good,Fair,1,,,Level 2: Accessible,,RO,{1A85C219-0BF8-4009-8580-216690F38328},17
-66.5909885,45.97320099,270,193 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,324,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{7055C447-2CF0-4335-AB79-A4DA3DBDF258},17
-66.59043289,45.9717352,271,173 Canada Street,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,325,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{839EAF0F-7E67-4DF5-8C2E-205FFDC337CD},17
-66.59093725,45.97008553,272,157 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Monolithic,326,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{8F3E52A2-A1CC-433C-80EB-CEC54A614365},17
-66.59160639,45.96840535,273,135 Canada,17S Regent,Standard on Metal Pole,Concrete,Yes Boulevard,327,No,,No,No,Good,Fair,1,,,Level 1: ADA Compliant,,,{B519B5BF-8A32-4D85-B219-51D5DD2C9917},17
-66.59476349,45.96668972,274,Canada and Gilbert,17S Regent,Shelter,Concrete,Yes Boulevard,328,Yes,,No,No,Good,,0,Glass,Good,Level 1: ADA Compliant,,,{4F4CA787-2BE3-4646-AAC8-B36ECEDE0DED},17
-66.59920855,45.96555025,275,59 Canada,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,329,Yes,,No,No,Fair,Good,2,,,Level 2: Accessible,,,{D7278FA8-C4B5-4115-B946-623C2F3EA05E},17
-66.60383867,45.96608574,276,Youngs Crossing,17S Regent,Shelter,Concrete,Yes Boulevard,330,No,,No,Yes,Good,,1,Glass,Good,Level 1: ADA Compliant,,,{0140FE5E-47BB-472B-ACD6-5E21CF96F2E8},17
-66.60532499,45.96651912,277,855 Irvine,17S Regent,Standard on Metal Pole,Dirt,No,331,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{8487F0F5-945B-4EFC-95DF-BA4B9A842442},17
-66.60996912,45.97001744,278,737 Irvine,17S Regent,Standard on Metal Pole,Dirt,No,333,No,,No,No,Good,Other,1,,,Level 3: Not Accessible,,,{6F2A8EB4-DCB7-49D1-91EB-A807CB1DEB9A},17
-66.61234557,45.97103989,279,717 Irvine,17S Regent,Standard on Metal Pole,Dirt,No,334,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{10ECD5A6-ACDA-44A1-9281-32B15FFD1F12},17
-66.61376163,45.97004241,280,207 Noble,17S Regent,Standard on Metal Pole,Dirt,No,335,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,,{729C845F-785D-4A77-9F91-135427F72042},17
-66.61381014,45.96889772,281,14 Ashfield,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,336,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{55E5761E-3A0C-405E-9FAA-21D27C75530F},17
-66.61206341,45.96812728,282,Ashfield and Sewell,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,337,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{446454A5-0C4A-4DA7-9957-6C4F0696653E},17
-66.61057432,45.96674539,283,132Ashfield,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,338,No,,No,No,Good,Other,1,,,Level 2: Accessible,,,{DDF4D77B-A2D7-4526-B2B0-E23A0E966506},17
-66.61047812,45.96539544,284,429 Gibson,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,339,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{987632A4-1B33-4F1A-AB35-51D5893E3B42},17
-66.61699185,45.96425425,285,MacLaren / Gibson,17S Regent,Standard on Metal Pole,Concrete,Yes Monolithic,341,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{7501370A-A03E-44B0-998F-B524770176E2},17
-66.61802078,45.96601174,286,769 MacLaren,17S Regent,Shelter with Metal Pole,Concrete,Yes Boulevard,342,Yes,,No,Yes,Good,Good,2,Metal,Good,Level 1: ADA Compliant,,RO,{4A42958B-C001-4FD1-9407-1CA237B6D060},17
-66.62002235,45.96719371,287,751 MacLaren,17S Regent,Standard on Metal Pole,Dirt,No,343,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{D5FC8D08-8B9B-40EF-84CE-E8BABE9041EA},17
-66.62296076,45.96894381,288,713 MacLaren,17S Regent,Standard on Metal Pole,Concrete,Yes Boulevard,344,No,,No,No,Other,Other,1,,,Level 1: ADA Compliant,,,{8C970F1E-BF85-49C7-89A8-6C20257B204C},17
-66.62471034,45.969995,289,MacLaren/Forbes,17S Regent,Shelter,Concrete,No,345,No,,No,Yes,Good,,1,Metal,Fair,Level 3: Not Accessible,,RO,{54A8D112-F2CD-4ABE-88E5-BA7099B46C46},17
-66.63019364,45.9729286,290,MacLaren/Cliffe,17S Regent,Shelter,Concrete,No,347,No,,No,Yes,Good,,1,Metal,,Level 3: Not Accessible,,RO,{C62DD7A1-FF04-47B2-B65B-CE208BA8598F},17
-66.64636611,45.96447234,291,271 Queen,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,47,Yes,,No,No,Good,Good,3,,,Level 2: Accessible,,,{2A239D4E-671A-400B-A6BB-2C918C0562FB},"11, 13, 15, 17, 18"
-66.63546535,45.9540107,292,281 University,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,358,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,RO,{CEC1C3CB-0C5E-4B61-ABCE-2F82B8FACA6F},17
-66.63743689,45.95166088,293,369 University,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,359,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{B0C89DA3-0BAB-43A0-B8DC-0864AC844DD0},17
-66.63865213,45.95026243,294,411 University,17S Regent,Shelter with Metal Pole,Dirt,Yes Boulevard,360,No,,No,No,Good,Good,,Glass,Good,Level 2: Accessible,,RO,{E6AF6F8E-EEB1-47B5-94D4-6A3A73B6C7E6},17
-66.64633895,45.94123741,295,921 College Hill,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,366,No,,No,No,,,,,,Level 2: Accessible,,RO,{13BA0EE5-E971-42CC-9D89-F33F05764E30},17
-66.64757413,45.93978543,296,985 College Hill,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,367,No,,No,No,,,,,,Level 2: Accessible,,RO,{AE661ACC-1D0F-402A-AE9D-6BBA713774C1},17
-66.64868764,45.93846112,297,College Hill/Priestman,17S Regent,Standard on Metal Pole,Dirt,Yes Boulevard,368,Yes,,No,No,,,,,,Level 2: Accessible,,RO,{6B66ACA3-58CD-4D88-A8C0-4E3018F6016A},17
-66.65406314,45.94023043,298,685 Priestman,17S Regent,Shelter,Concrete,Yes Monolithic,371,No,,No,No,,,,,,Level 1: ADA Compliant,,RO,{AC2B63D9-445E-4786-8D44-DF9BC1C482F6},17
-66.65429201,45.94010067,299,680 Priestman,16N Marysville,Shelter,Concrete,Yes Boulevard,384,No,,No,Yes,Good,,,Glass,Good,Level 1: ADA Compliant,,RO,{845AEF85-39D9-484B-AA0B-2C88D1022735},16
-66.64848049,45.93847161,300,1050 College Hill,16N Marysville,Standard on Metal Pole,Dirt,No,386,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{159D1B45-BD40-4D7B-8F66-76AC01018D45},16
-66.64743593,45.93971094,301,990 College Hill,16N Marysville,Standard on Metal Pole,Dirt,No,387,No,,No,No,Good,Fair,,,,Level 2: Accessible,,RO,{DFFD1C01-8F08-4226-8EE4-89E7962F27F8},16
-66.64619858,45.94115563,302,948 College Hill,16N Marysville,Standard on Metal Pole,Dirt,No,388,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{02EB641B-83FA-428E-AB4E-86004ADBCEC4},16
-66.63833551,45.95040898,303,424 University,16N Marysville,Standard on Metal Pole,Dirt,Yes Boulevard,395,Yes,,No,No,,,,,,Level 2: Accessible,,RO,{6672D478-C9AC-4F1E-9A45-0E8C22DD93C6},16
