X,Y,OBJECTID,Location,RouteName,Type_1,StopSurface,Sidewalk,Name,SharedSignage,Additional,Garbage,Bench,SignCondition,PoleCondition,NumberSigns,Shelter,ShelterCondition,Accessibility,WidthSidewalk,SnowRemoval,GlobalID,Route_s
-66.65937162,45.95469298,67,634 Smythe,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,104,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{D6C37438-F5D3-4D3E-9173-01F4B54A8B51},12
-66.65836037,45.95591156,68,580Smythe,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,105,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{6ABE2B2F-03FA-411D-AA09-041A0104BD6C},12
-66.65940612,45.95770278,69,Superstore,12N Brookside ,Shelter,Concrete,Yes Boulevard,106,No,Glass Shelter,No,Yes,Good,,1,Glass,Good,Level 1: ADA Compliant,,RO,{D4EA20D9-9151-4918-A1BC-FDE55A970778},12
-66.64892114,45.96331043,70,130 Northumberland,18 Silverwood,Standard on Metal Pole,Dirt,Yes Boulevard,117,Yes,,,,Good,Good,2,,,Level 2: Accessible,,,{4303B373-914F-4568-8F66-0DE7270182F1},"12, 18"
-66.64349513,45.96315001,71,371 Queen,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,50,No,,No,No,Fair,Good,1,,,Level 1: ADA Compliant,,,{06ED6A8C-ADFE-4482-A605-EAC75393D647},"10,13,12,14,16,18"
-66.63972749,45.97741314,72,602 Maple,12N Brookside ,Standard on Metal Pole,Concrete,Yes Boulevard,122,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,RO,{E4602528-698F-4D0C-8DCC-5B186FD21DC2},12
-66.64166779,45.97801526,73,590 Maple,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,123,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,,{C7A61275-42AC-4EBE-93AC-7B8F60C0C07C},12
-66.64377421,45.97867258,74,580 Maple,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,124,Yes,,No,No,Poor,Good,3,,,Level 2: Accessible,,,{8E06708B-611D-4716-A2C7-61CA74878B41},12
-66.64635915,45.97946401,75,318 Maple,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,125,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,,{253374A9-B7C6-4C84-B2F4-A74836114218},12
-66.64821814,45.98008144,76,306 Maple,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,126,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,,{F33B6A75-A085-4720-8BE3-0412622C32DD},12
-66.65124114,45.98264044,77,212 Fulton,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,128,No,,No,No,Good,Fair,1,,,Level 2: Accessible,,,{A830BE64-1B4E-4622-A5F9-D935F2AB236B},12
-66.65030483,45.98405421,78,228 Fulton,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,129,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{8EC62172-E8FE-4892-9C16-DAC64F6D9282},12
-66.64866014,45.98590748,79,306 Fulton,12N Brookside ,Standard on Metal Pole,Concrete,Yes Boulevard,130,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,RO,{C3A361E4-9969-47AA-AD3F-5F64DAF7A07F},12
-66.64668748,45.98803676,80,480 Fulton,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,131,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{481A9D6C-E92D-4E1A-B35E-6A8740052589},12
-66.64654931,45.98965424,81,556 Fulton,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,132,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{FFAFBD69-E2FD-4BBC-A675-CA7B85823F15},12
-66.64929067,45.98949204,82,962 Douglas,12N Brookside ,Standard on Metal Pole,Dirt,No,133,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{D13CF9EF-B02A-4402-80C8-3EACC005C60A},12
-66.65174414,45.98875944,83,1050 Douglas,12N Brookside ,Standard on Metal Pole,Dirt,No,134,Yes,,No,No,Good,Good,3,,,Level 3: Not Accessible,,RO,{5D52DBD9-66D6-45CD-9FE0-C29A1FF814A8},12
-66.65395355,45.98803119,84,247 Brookside,12N Brookside ,Standard on Metal Pole,Concrete,Yes Boulevard,135,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,RO,{92552852-C2F1-4B3D-B712-77B8752F88E6},12
-66.65497314,45.98686744,85,217 Brookside,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,136,Yes,,No,No,Good,Good,3,,,Level 1: ADA Compliant,,,{E62D7766-F9C2-47F9-A120-48081334647A},12
-66.65586102,45.98585616,86,195 Brookside,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,137,Yes,Leaning looks like it was struck.,No,No,Fair,Poor,3,,,Level 1: ADA Compliant,,RO,{6CD60747-90C7-4B7E-B83C-84A1D3A64ACF},12
-66.65697628,45.98424672,87,159 Hawkins,12N Brookside ,Standard on Metal Pole,Concrete,Yes Boulevard,138,Yes,,No,No,Good,Good,2,,,Level 1: ADA Compliant,,,{A36D353B-91B7-4B13-AD2F-CAE024DD7D47},12
-66.65982821,45.98483076,88,55 Hawkins,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,140,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{7CD21507-E8E8-448F-9B94-DD927E519114},12
-66.66313182,45.98580596,89,Across from 14 Hawkins,12N Brookside ,Standard on Metal Pole,Concrete,Yes Boulevard,142,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{0DD26F5F-2378-40B2-A8AD-02E7661FD4EA},12
-66.66438572,45.98699212,90,50 Royal,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,143,Yes,,No,Yes,Good,Good,3,,,Level 2: Accessible,,RO,{E0CAF58C-B6A6-4892-90F2-FEF8BAD2DF97},12
-66.66460992,45.98816102,91,60 Royal,12N Brookside ,Standard on Metal Pole,Concrete,Yes Monolithic,144,Yes,Bench,No,No,Good,Good,3,,,Level 2: Accessible,,RO,{E5A3BF3B-D77D-489B-A328-A2D2ED979A13},12
-66.6646291,45.9915832,92,34 Barton,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,145,No,Retake,No,No,Unknown,Unknown,1,,,Level 2: Accessible,,RO,{304A9EA2-EF23-4348-87C4-BDAA05354B7E},12
-66.66232706,45.99097222,93,82 Barton Crescent,12N Brookside ,Standard on Metal Pole,Dirt,Yes Boulevard,146,No,,No,No,Good,Good,2,,,Level 2: Accessible,,RO,{975AC7B9-B207-4DC8-998B-D5D467C9D311},12
-66.66057962,45.9917565,94,232 McKnight,12N Brookside ,Standard on Metal Pole,Dirt,No,147,Yes,,No,No,Good,Good,3,,,Level 3: Not Accessible,,RO,{E6E1A340-DD1B-4008-978E-2813F9D033D3},12
-66.65612831,45.99151321,95,120 McKnight,12N Brookside ,Standard on Metal Pole,Dirt,No,149,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,RO,{F77E6B48-93C9-447B-A27D-838C7B16C5D9},12
-66.65462714,45.99357044,96,Brookside Mall on McKnight,12N Brookside ,Shelter,Concrete,No,150,No,,No,Yes,,,0,Metal,Good,Level 1: ADA Compliant,,RO,{3774FE6C-C434-4953-8611-CF78AEEC6813},12
-66.6536344,45.99608376,97,64 Stairs,12N Brookside ,Standard on Metal Pole,Dirt,No,151,No,,No,No,Unknown,Good,1,,,Level 3: Not Accessible,,,{FB9AF4E6-0D93-47F3-BF65-F99292545DC2},12
-66.65098873,45.99563744,98,Terrance & Westbrook,12N Brookside ,Standard on Metal Pole,Concrete,No,153,Yes,,No,Yes,Good,Good,1,,,Level 1: ADA Compliant,,,{4A998BF4-581E-466D-B582-4321CB634D4E},12
-66.64918143,45.99484421,99,33 Terrance,12N Brookside ,Standard on Metal Pole,Concrete,No,154,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,,{E37762D6-D45C-460C-AB6A-BC1EB011B745},12
-66.64543104,45.99736596,100,Brookside/Summerhill,12N Brookside ,Standard on Metal Pole,Dirt,No,155,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{A4FD660A-FD22-4937-A234-753AC9586866},12
-66.64439248,45.99858886,101,Brookside & Peters,12N Brookside ,Standard on Metal Pole,Dirt,No,156,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{5CE4C9A7-AD6D-43B3-B578-777B520437C1},12
-66.64170551,46.00162819,102,Brookside & Heron,12N Brookside ,Standard on Metal Pole,Dirt,No,157,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{58C753A3-514A-40B1-9694-2EDC311C3651},12
-66.63703515,46.00702156,103,Brookside & Jacob,12N Brookside ,Standard on Metal Pole,Dirt,No,158,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{32DB05A9-DCF8-4B3E-A45E-CEFC5739C9BF},12
-66.63267278,46.01208836,104,1260 Brookside,12N Brookside ,Standard on Metal Pole,Dirt,No,161,No,,No,No,Good,Good,1,,,Level 3: Not Accessible,,,{03E96F5E-AEB8-4F2C-A5AA-BD6CD52FFDB2},12
-66.73215216,45.97849744,105,Carlisle Rd,10N Carlisle,Standard on Metal Pole,Dirt,No,809,No,,No,No,,,,,,Level 3: Not Accessible,,,{5F3A854E-4B5F-491D-ADF9-A9A43162D960},10
-66.72853818,45.97837927,106,967 Clements,10N Carlisle,Standard on Metal Pole,Gravel,No,955,No,,No,No,,,,,,Level 3: Not Accessible,,,{4F202742-50F1-427E-B691-7F5FB1DB84F9},10
-66.7273625,45.97820968,107,940 Clements,11S Prospect ,Standard on Metal Pole,Gravel,No,810,No,,No,No,,,,,,Level 3: Not Accessible,,,{D4FB0207-9C4C-4652-8057-224CB88CC600},11
-66.7190093,45.97764855,108,Clements/Pearl,11S Prospect ,Standard on Metal Pole,Dirt,No,812,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{8DB3F5F8-E800-4301-9D1F-901713DC7289},11
-66.70804864,45.97800187,109,Clements/Grasse,11S Prospect ,Standard on Metal Pole,Dirt,No,815,No,,No,No,,,,,,Level 3: Not Accessible,,,{07991438-B582-455F-8947-2053C299D924},11
-66.70556036,45.97834433,110,371 Clements,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,948,No,,No,No,,,,,,Level 2: Accessible,,,{615EC630-270B-4293-8110-751D8A7CAB22},10
-66.70118296,45.97852035,111,Clements/Ruby,11S Prospect ,Shelter,Gravel,No,817,No,,No,Yes,Good,,,Glass,Good,Level 3: Not Accessible,,,{876E3E75-CFFA-4731-B147-8D8AABA74AF5},11
-66.69817649,45.97872969,112,Sunset/Clements,11S Prospect ,Standard on Metal Pole,Gravel,No,818,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{A123E3A9-8FF4-49F2-A0AB-95879FCB1415},11
-66.69613161,45.97850428,113,28 Sunset,11S Prospect ,Standard on Metal Pole,Dirt,No,819,No,,No,No,Good,Good,,,,Level 3: Not Accessible,,,{2E6AF94C-760E-40B5-9F3B-E9AEFEA8C214},11
-66.69168334,45.97861169,115,64 Sunset,11S Prospect ,Standard on Metal Pole,Gravel,No,821,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{F31D8087-D7B1-4B06-9600-31B0D567F4C8},11
-66.68745713,45.97803196,116,York Manor,11S Prospect ,Shelter,Concrete,No,822,No,,No,Yes,,,,,,Level 2: Accessible,,RO,{B82A15AB-8AEC-4605-B373-6D9AB2F756E4},11
-66.68379529,45.97764454,117,120 Sunset,11S Prospect ,Shelter with Metal Pole,Concrete,Yes Monolithic,823,No,,No,Yes,Good,Fair,,Glass,Good,Level 1: ADA Compliant,,,{613E65D7-5502-4F97-956F-83024C579AEC},11
-66.68205455,45.97762581,118,152 Sunset,11S Prospect ,Standard on Wooden Pole,Dirt,No,824,No,,No,No,Good,Good,,,,Level 3: Not Accessible,,,{EDFD4650-CF36-4D09-BCD3-DDFF7B065AD9},11
-66.67902451,45.97760836,119,178 Sunset,11S Prospect ,Standard on Metal Pole,Dirt,No,825,No,,No,No,Good,Good,,,,Level 3: Not Accessible,,,{6DEFE337-7E40-4A02-85CF-A0EA966E82ED},11
-66.67619162,45.97827096,120,206 Sunset,11S Prospect ,Shelter,Concrete,Yes Monolithic,826,No,,No,No,Good,,,Glass,Good,Level 1: ADA Compliant,,,{C2FB3054-B45F-41B0-80C6-FE76FCE88A88},11
-66.67303895,45.98023418,121,245 Sunset,11S Prospect ,Standard on Metal Pole,Dirt,Yes Monolithic,827,No,,No,No,,,,,,Level 2: Accessible,,,{8070C901-B767-486D-B613-77C34CD13852},11
-66.66522053,45.98391088,122,Sunset/Stone Bridge,11S Prospect ,Standard on Metal Pole,Dirt,No,831,Yes,,No,No,Good,Good,2,,,Level 3: Not Accessible,,RO,{ADE76BF7-83ED-4340-B0E0-722F91D52F74},11
-66.66339543,45.9836745,123,30 Main,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,832,No,,No,No,,,,,,Level 2: Accessible,,,{9ABAC2D8-59BE-4863-8862-46E19F4A9D11},11
-66.6617208,45.98190098,124,46 Main,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,833,Yes,,No,Yes,,,,,,Level 2: Accessible,,,{4DF320BA-1353-4F1B-AA44-412A5B52134C},11
-66.65888059,45.9804487,125,Main/ Brookside,11S Prospect ,Shelter with Metal Pole,Concrete,Yes Monolithic,834,Yes,,No,Yes,,,,,,Level 2: Accessible,,,{54775D6A-E39A-495F-9BAC-B7E440DCEE70},11
-66.65428045,45.9785499,126,152 Main,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,835,No,,No,Yes,,,,,,Level 2: Accessible,,,{4DDEBDC6-4453-48A4-B92F-B7800176FE48},11
-66.65248736,45.97777354,127,178 Main,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,836,No,,Yes,Yes,,,,,,Level 2: Accessible,,,{E1838F2C-D1E3-4F5D-989E-BD6725C5FFF2},11
-66.65040196,45.97686133,128,220 Main,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,837,No,,Yes,No,,,,,,Level 2: Accessible,,,{404D60AF-1C7C-47A8-BAA0-F4DBB6BD78EA},11
-66.64540899,45.97505608,129,Main/Adler,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,839,No,,Yes,Yes,,,,,,Level 2: Accessible,,,{2EA19B90-D0F7-4296-84E2-0407B1F16EFE},11
-66.64238267,45.97409518,130,Main/Douglas,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,840,Yes,,No,No,Good,Good,3,,,Level 1: ADA Compliant,,,{57D4390A-B1DC-4B54-820E-8B332E5A6283},11
-66.63852222,45.972849,131,364 Union,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,841,No,,No,No,Good,Good,,,,Level 2: Accessible,,,{B55ACC29-086A-4E45-AD82-E3BBC017636F},11
-66.63639765,45.97185774,132,418 Union,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,842,No,,No,No,,,,,,Level 2: Accessible,,,{36F15B31-90FD-4537-AC43-9FA28B89C1D0},11
-66.63478736,45.97199803,133,114 Saint Marys,11S Prospect ,Standard on Metal Pole,Concrete,No,843,No,,No,Yes,Good,,,Other,Fair,Level 2: Accessible,,,{73CA530C-37E1-4620-9F6C-2CA35E45771D},11
-66.634032,45.97477129,134,Saint Marys / Highland,11S Prospect ,Shelter with Metal Pole,Concrete,Yes Monolithic,349,Yes,,No,Yes,Good,Good,2,Glass,Good,Level 1: ADA Compliant,,,{8E4F19A1-D7DC-4080-9B80-6D9FB7C4E524},"11, 17"
-66.63571793,45.97615818,135,Maple/ St Marys,11S Prospect ,Shelter,Concrete,Yes Monolithic,478,No,,No,Yes,,,,,,Level 1: ADA Compliant,,RO,{5465B125-B668-4037-AA96-36B7B159CDC1},"11, 15,17"
-66.63812743,45.95949299,136,670 King,11S Prospect ,Decorative,Concrete,Yes Monolithic,354,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,,{0B92115E-E402-4732-93AB-D33EAF5DEC1A},"11, 17, 20"
-66.6326987,45.95587325,137,24 Waterloo,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,851,Yes,,No,No,,,,,,Level 2: Accessible,,,{09944F7C-23B8-4B30-8C08-9096F08C47C7},"11, 20"
-66.63266162,45.95380322,138,90 Waterloo,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,852,No,,No,No,,,,,,Level 2: Accessible,,,{A580851C-B834-49A2-9C33-CC8B4D8D5EC1},"11, 20"
-66.6326632,45.95270252,139,126 Waterloo,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,853,No,,No,No,,,,,,Level 3: Not Accessible,,,{0C5A730B-ABE2-42A0-B375-CD2613F25C80},11
-66.63396953,45.94836297,140,Waterloo/Alexandra,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,854,Yes,,No,No,,,,,,Level 2: Accessible,,,{353EB59C-BBDE-409C-91BC-06AA70E4308D},"11, 20"
-66.63460362,45.94729355,141,300 Waterloo,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,855,Yes,,No,No,,,,,,Level 2: Accessible,,,{6D209E30-4F30-40B0-8497-F36289B1C1DB},"11, 20"
-66.63265198,45.94230434,142,567 Waterloo,216 Corbett Centre,Standard on Metal Pole,Dirt,No,586,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{8F051FFD-65A7-42B5-B73D-3E7F0EAB15B1},"11, 20, 216"
-66.62905665,45.93686683,143,Dunns Crossing/ boyne,11S Prospect ,Shelter,Concrete,No,860,No,,No,No,,,,,,Level 3: Not Accessible,,RO,{18E8B342-6A0B-4EA4-B6A7-7865199C0EED},11
-66.62846005,45.93398281,144,80 Biggs,11S Prospect ,Standard on Metal Pole,Dirt,No,861,No,,No,Yes,,,,,,Level 3: Not Accessible,,RO,{CC45A36D-5172-42BA-A76E-B9E2BBFF9A44},11
-66.62787664,45.93253172,145,190 Biggs,11S Prospect ,Standard on Metal Pole,Dirt,No,862,Yes,,No,No,,,,,,Level 3: Not Accessible,,RO,{D6CA5DBA-5E8D-450B-B7D2-38FD052D5288},11
-66.62871547,45.93195168,146,Forest Hill and Biggs,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,607,Yes,,No,No,Good,Good,3,,,Level 2: Accessible,,RO,{F073E773-DA8F-49DF-AE47-52E6D969199A},"11, 216"
-66.6310521,45.93409465,147,700 Forest Hill,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,608,Yes,,No,No,Good,Good,3,,,Level 2: Accessible,,,{8790C2AE-46E1-46C6-883C-4D69D9754FE7},"11, 216"
-66.63329909,45.93606799,148,548 Forest Hill,11S Prospect ,Standard on Metal Pole,Dirt,Yes Monolithic,609,Yes,,No,No,,,,,,Level 2: Accessible,,RO,{4CF4BB66-0CAC-4061-ACD4-9409457B609B},119
-66.63441732,45.93838608,149,348 Forest Hill Residence,11S Prospect ,Shelter,Concrete,Yes Monolithic,866,No,,Yes,No,Good,,,Glass,Good,Level 1: ADA Compliant,,RO,{B760DD9E-5A96-4CB3-A6DB-971ECBACDD47},11
-66.63390022,45.94098803,150,Forest Hill/ Turnbull,11S Prospect ,Standard on Metal Pole,Concrete,Yes Monolithic,867,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{13491DEE-78D0-4B36-8B0D-7B8332BE085D},11
-66.64208832,45.95142629,151,757 Beaverbrook,11S Prospect ,Shelter,Concrete,Yes Monolithic,663,No,,No,Yes,Good,,,Glass,Good,Level 2: Accessible,,,{D4FD2706-5B3B-4165-A220-C3AAA8B8916F},"11, 116"
-66.64398041,45.95153678,152,535 Tweedsmuir,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,871,No,,No,No,Good,Good,1,,,Level 2: Accessible,,,{AF98A1E7-DF2B-4F98-926A-358BDCC57C82},11
-66.64332578,45.9495754,153,601 Windsor,11S Prospect ,Standard on Metal Pole,Concrete,Yes Boulevard,872,Yes,,No,No,Good,Good,2,,,Level 1: ADA Compliant,,RO,{4FF781E8-4ADB-4847-B118-9CF8CE684B67},11
-66.64475425,45.94775292,154,717 Windsor,11S Prospect ,Standard on Wooden Pole,Dirt,Yes Boulevard,873,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{9D3B5FDB-1E77-4133-9F87-01E151F7F705},11
-66.64715752,45.94499727,155,Windsor/Fenety,11S Prospect ,Standard on Metal Pole,Concrete,Yes Boulevard,874,No,,Yes,No,,,,,,Level 1: ADA Compliant,,RO,{6B714CFF-5AEF-4CE6-AE61-F8CC61D1423B},11
-66.64829313,45.94367043,156,Windsor/ Montgomery,11S Prospect ,Standard on Metal Pole,Concrete,Yes Boulevard,682,No,,No,No,Good,Good,1,,,Level 1: ADA Compliant,,RO,{6194D00A-C645-4B77-91A3-41C634DF1B97},11
-66.65086576,45.94434188,157,667 Montgomery,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,876,Yes,,No,No,,,,,,Level 2: Accessible,,,{4ED09788-F160-4EC7-8E5D-66030D810049},11
-66.65417138,45.94339585,158,969 Regent,11S Prospect ,Shelter,Concrete,Yes Boulevard,878,No,,No,No,,,,Glass,,Level 1: ADA Compliant,,,{533B2B99-182C-4F16-9FE6-D30E3A6498FA},11
-66.65518103,45.94226234,159,Regent Medical Center,11S Prospect ,Standard on Metal Pole,Concrete,Yes Boulevard,879,No,,No,No,Good,Good,,,,Level 1: ADA Compliant,,,{CB5FEE83-8BA1-4D05-94CD-ABDADCDDE482},11
-66.65729296,45.93982934,160,1115 Regent,11S Prospect ,Standard on Metal Pole,Concrete,Yes Boulevard,372,Yes,,No,No,,,,,,Level 1: ADA Compliant,,RO,{176DDAA3-4B5B-4D30-9147-F519B5528A2D},"11, 17"
-66.65933614,45.93754443,161,Regent Across From City Motel,13S Prospect,Shelter with Metal Pole,Concrete,Yes Boulevard,82,,Retake,No,Yes,,Good,1,Glass,Good,Level 1: ADA Compliant,,RO,{440AF5E7-2934-42E8-A08B-D7E29F468A63},"11,13,17"
-66.66065214,45.93589343,162,Fredericton Motor Inn,11S Prospect ,Standard on Metal Pole,Dirt,Yes Boulevard,83,Yes,,No,No,Good,Good,2,,,Level 2: Accessible,,,{7363B89D-2EEB-4B63-BDC0-891FE46767C7},"11, 13, 17"
-66.66288114,45.93527443,163,Regent Mall,17S Regent,Standard on Metal Pole,Concrete,Yes Monolithic,84,Yes,,Yes,Yes,Good,Good,1,,,Level 1: ADA Compliant,,,{C6478180-4955-4F3C-AF0F-197664622156},"17,10,13,12,116,11"
-66.6590131,45.93739157,164,City Motel 1222 Regent,10N Carlisle,Shelter,Concrete,Yes Monolithic,85,No,Glass Shelter,No,No,,,1,Glass,Good,Level 1: ADA Compliant,,,{DC65F6AA-BB0C-4728-95BF-081E23D7607B},"10,12,16"
-66.65767878,45.93904756,165,Regent/ Priestman,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,521,Yes,,No,No,,,,,,Level 1: ADA Compliant,,RO,{61F3EE4A-C3D8-4F74-B281-B5CAF1D9B29A},"10, 16"
-66.65118702,45.94432787,166,650 Montgomery,10N Carlisle,Shelter with Metal Pole,Dirt,Yes Boulevard,890,No,,No,No,,,,,,Level 1: ADA Compliant,,,{D8138243-019B-441A-878D-2CD1B9FFE102},10
-66.64802063,45.94377794,167,Windsor/ Montgomery,10N Carlisle,Standard on Metal Pole,Concrete,Yes Boulevard,891,No,,No,No,,,,,,Level 1: ADA Compliant,,RO,{E13F95F9-6C46-4857-8C6F-F09D2F7A8D6E},10
-66.64673424,45.94526829,168,814 Windsor,10N Carlisle,Standard on Metal Pole,Concrete,No,892,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{01754A60-9582-415B-9E58-573EF65A722E},10
-66.64292197,45.9498134,169,550 Windsor,10N Carlisle,Shelter with Metal Pole,Concrete,Yes Monolithic,894,No,,No,No,,,,,,Level 2: Accessible,,RO,{D199F1BF-0E53-45EB-AA1A-7EF5BB0A529B},10
-66.64382426,45.95152316,170,532 Tweedsmuir,10N Carlisle,Standard on Metal Pole,Dirt,No,895,No,,No,No,,,,,,Level 2: Accessible,,,{CAEF462E-BA57-485F-A791-BCC2906EF382},10
-66.64235513,45.95141743,171,748 Beaverbrook,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,575,Yes,,No,No,,,,,,Level 3: Not Accessible,,,{03FEC599-2EA2-46BE-9C80-C747D8504CAB},"10, 216"
-66.63489305,45.94485865,172,9 Forest Hill,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,899,No,,No,No,,,,,,Level 2: Accessible,,,{192A8D46-B402-45E8-B061-A088F37CC070},10
-66.63419926,45.94074415,173,183 Forest Hill,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,900,No,,No,No,,,,,,Level 2: Accessible,,,{5BBBB323-5DB8-4BA0-808A-C9CF780D96F1},109
-66.63444398,45.93778555,174,412 Forest Hill,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,901,No,,No,No,Good,Good,,,,Level 2: Accessible,,RO,{209D84DA-5FAC-4D3B-AE07-7E794FFF8E91},109
-66.63300623,45.93559751,175,541 Forest Hill,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,639,No,,No,No,Good,Good,1,,,Level 2: Accessible,,RO,{872AEB62-0B58-4370-A486-5C1D8E00A8EC},"10, 116"
-66.63144786,45.93422327,176,659 Forest Hill,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,640,No,,No,No,,,,,,Level 2: Accessible,,,{CB04C526-84F3-43EE-9FF8-F107203B795D},"10, 116"
-66.62880513,45.93182543,177,Forest HIll / Biggs,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,642,No,,No,No,,,,,,Level 3: Not Accessible,,RO,{A438B52A-ADA3-4BD7-9828-C13F3EC06BD3},109
-66.62772195,45.93256013,178,141 Biggs,10N Carlisle,Shelter,Dirt,Yes Boulevard,906,No,,No,Yes,Good,,,Glass,Good,Level 2: Accessible,,RO,{3FF960E6-43CD-47B8-BE09-5AB0C665889F},10
-66.62837311,45.93416933,179,83 Biggs,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,907,No,,No,No,Good,Good,1,,,Level 2: Accessible,,RO,{546D92E7-EE9C-4204-82B6-5D26AF56E094},10
-66.62882784,45.9368025,180,Dunns Crossing,10N Carlisle,Shelter,Concrete,Yes Boulevard,908,No,,No,Yes,Good,,,Metal,Fair,Level 1: ADA Compliant,,RO,{86730B44-4F97-4636-97AF-5BD6C07E2E7E},10
-66.63261313,45.94258376,181,707 Waterloo,10N Carlisle,Standard on Metal Pole,Concrete,Yes Monolithic,660,No,,No,No,,,,,,Level 2: Accessible,,,{6E44F26E-042A-4C7D-B9DF-4272F4A86142},"10, 116, 20"
-66.63322233,45.94382608,182,567 Waterloo,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,661,Yes,,No,No,Good,Good,4,,,Level 2: Accessible,,,{9A0C5FAB-8DDF-4467-B472-89C53EEAD577},"10, 116, 20"
-66.6340315,45.94795918,183,Waterloo/Acacia,10N Carlisle,Standard on Metal Pole,Dirt,Yes Boulevard,912,Yes,,No,No,Good,Fair,2,,,Level 2: Accessible,,,{A6D388EA-76DF-416F-ADE9-CC8488EE3ED5},"10, 20"
